site_name,latitude,longitude,region,country,state,county,com_type,commod1,commod2,commod3,oper_type,prod_size,dev_stat,ore,gangue,work_type,hrock_type,arock_type
Trinidad Mine,35.36307,-120.68657,NA,United States,California,San Luis Obispo,M,Chromium,,,Underground,,Past Producer,,,Surface,,
Tramway Bar,67.08997,-150.50189,NA,United States,Alaska,,M,Gold,,,Placer,,Past Producer,,,Surface,,
Mccarty,65.06218,-147.35295,NA,United States,Alaska,,M,Gold,Antimony,,Surface-Underground,,Past Producer,,,Surface,,
West Rock Run Area,34.03594,-85.46165,NA,United States,Alabama,Cherokee,B,Aluminum,,"Water, Free",Surface,,Past Producer,,,Surface,,
Smith Creek,67.47049,-150.19504,NA,United States,Alaska,,M,Gold,,,Placer,,Past Producer,,,Surface,,
Dixon 2,31.75189,-85.28915,NA,United States,Alabama,Barbour,B,Aluminum,,"Water, Free",Surface,,Past Producer,,,Surface,,
Leroy,58.87532,-136.88882,NA,United States,Alaska,,M,Gold,,"Cadmium, Copper, Lead, Silver, Zinc",Underground,,Past Producer,,,Underground,,
Quartz Hill Moly,55.40116,-130.48504,NA,United States,Alaska,,M,Molybdenum,,,Surface,,Prospect,,,Surface,,
A. F. Parker,58.88722,-136.90632,NA,United States,Alaska,,M,Gold,,Lead,Underground,,Past Producer,,,Underground,,
Monarch,58.86832,-136.85152,NA,United States,Alaska,,M,Gold,,"REE, Lead, Silver",Surface-Underground,,Past Producer,,,Underground,,
Snipe Bay,56.42331,-134.95662,NA,United States,Alaska,,M,"Copper, Nickel",,"PGE, Silver, Cobalt",Surface,,Prospect,,,Surface,,
Cyprus Miami,33.40818,-110.88679,NA,United States,Arizona,Gila,M,"Copper, Molybdenum","Silver, Gold","Rhodium, Zinc, Lead, PGE",Surface,,Producer,"Chalcocite, Chalcopyrite, Bornite, Brochantite, Covellite, Cuprite, Galena, Gold, Malachite, Molybdenite, Silver",Quartz,"Surface, Surface/Underground","Quartz Monzonite,Schist",
Florence,33.04785,-111.43072,NA,United States,Arizona,Pinal,M,"Copper Sulfide, Copper Oxide",Molybdenum,,Surface,,Prospect,"Brochantite, Chalcocite, Chrysocolla, Copper, Cuprite, Azurite, Molybdenite, Shattuckite",,Surface,Quartz Monzonite,Granodiorite
Zonia,34.30065,-112.63355,NA,United States,Arizona,Yavapai,M,Copper,,"Gold, Silver",Leach,,Past Producer,,,Surface,,
Wilson Springs Vanadium Deposit,34.47512,-92.95848,NA,United States,Arkansas,Garland,M,Vanadium,,Niobium (Columbium),Surface,,Past Producer,,,Surface,,
Ione Pit and Mill,38.3221,-120.94272,NA,United States,California,Amador,B,"Zirconium, Titanium",,Kaolin,Surface,,Producer,,,Surface,,
Little Rattlesnake Mountain Deposit,41.69592,-123.97285,NA,United States,California,Del Norte,M,"Cobalt, Nickel",,Chromium,Surface,,Prospect,,,Surface,,
Eagle Mountain Mine and Plant,33.89974,-115.48722,NA,United States,California,Riverside,B,Iron,,"Silica, Magnesite, Aluminum, Sulfur, Phosphorus-Phosphates, Calcium",Surface,,Past Producer,,,Surface,,
Rambler,39.94261,-105.50333,NA,United States,Colorado,Boulder,M,Tungsten,,,Underground,,Past Producer,Ferberite,,Underground,Granite,
Trail & Diamond Claims,39.98169,-105.4661,NA,United States,Colorado,Boulder,M,Tungsten,,,Underground,,Past Producer,,,Underground,,
Eagle Mine,39.52859,-106.39591,NA,United States,Colorado,Eagle,M,"Zinc, Silver, Copper, Lead, Gold",Manganese,,Underground,,Past Producer,"Chalcopyrite, Galena, Sphalerite, Tetrahedrite","Dolomite, Pyrite, Quartz, Siderite, Barite",Underground,"Orthoquartzite,Mixed Clastic/Carbonate Rock,Dolomite,Clastic Sedimentary Rock","Granite,Sandstone,Quartz Latite"
"Pong Lai Mines,Fu Shan Mill F",37.51511,121.16584,AS,China,Shandong [Shantung],,N,Fluorine-Fluorite,,,Underground,,Producer,,,Underground,,
Sherman MIne,39.22809,-106.17561,NA,United States,Colorado,Lake,M,"Silver, Lead","Zinc, Gold",,Underground,,Past Producer,"Acanthite, Chalcocite, Galena, Silver, Sphalerite, Tetrahedrite","Barite, Dolomite, Huntite, Pyrolusite, Pyrite, Quartz, Siderite",Underground,Dolomite,
New Verde,38.60639,-108.85178,NA,United States,Colorado,Mesa,M,"Uranium, Vanadium",,,Underground,,Producer,,,Underground,,
Barego,39.16624,8.52404,EU,Italy,Sardegna,,N,Barium-Barite,,,Underground,,Producer,,,"Surface, Underground",,
Mosquito Mining District,39.28638,-106.17144,NA,United States,Colorado,Park,M,Gold,Uranium,,Underground,,Past Producer,,,Underground,,
Jin He Phosphate Mine,29.16557,103.333,AS,China,Sichuan [Szechwan],,N,Phosphorus-Phosphates,,,Underground,,Producer,,,Underground,,
Black Cloud Mine,39.22529,-106.22371,NA,United States,Colorado,Lake,M,"Lead, Zinc",,"Gold, Silver, Copper",Underground,,Producer,,,Underground,,
El Refugiorio Colorado,21.57553,-100.50036,NA,Mexico,Guanajuato,,N,Fluorine-Fluorite,,,Underground,,Past Producer,,,Underground,,
Borralha,41.66594,-8.16481,EU,Portugal,Porto,,M,Tungsten,,,Surface,,Past Producer,,,Underground,,
Sandersville-Macon,32.86206,-83.42679,NA,United States,Georgia,Twiggs,B,Aluminum,,"Iron, Silica, Titanium, Water, Free",Surface,,Prospect,,,Surface,,
Wingate Creek Mine,27.497,-82.122,NA,United States,Florida,Manatee,N,Phosphorus-Phosphates,,,Surface,,Past Producer,Collophane,"Dolomite, Montmorillonite, Quartz",Surface,,
East Central Kauai Deposit,22.03875,-159.38318,OC,United States,Hawaii,Kauai,B,Aluminum,,"Iron, Phosphorus-Phosphates, Titanium, Water, Free, Silica",Surface,,Prospect,,,Surface,,
Maxville Tract,30.16693,-82.04155,NA,United States,Florida,Clay,M,Titanium,Zirconium,"REE, Aluminum",Surface,,Producer,,,Surface,,
Fort Green Mine,27.67,-82.01,NA,United States,Florida,Polk,B,Phosphorus-Phosphates,,"Aluminum, Fluorine-Fluorite, Iron, Magnesite, Uranium",Surface,,Producer,Collophane,"Dolomite, Montmorillonite, Quartz",Surface,"Clay, Mud,Sand and Gravel,Dolomite",
Olliff Option,27.54472,-81.95545,NA,United States,Florida,Hardee,B,Phosphorus-Phosphates,,"Iron, Uranium, Magnesite, Aluminum, Fluorine-Fluorite",Surface,,Prospect,,,Surface,,
Little Boulder Creek,44.0553,-114.5575,NA,United States,Idaho,Custer,M,Molybdenum,,"Tungsten, Gold, Zinc, Lead",Surface,,Prospect,"Molybdenite, Galena, Sphalerite","Calcite, Feldspar",Surface,"Limestone,Quartzite,Skarn (Tactite)",Andesite
Crescent Mine,47.5049,-116.09356,NA,United States,Idaho,Shoshone,M,Silver,"Antimony, Copper, Lead, Zinc",Gold,Underground,M,Past Producer,"Tetrahedrite, Chalcopyrite, Galena, Stibnite","Siderite, Quartz, Pyrite, Arsenopyrite, Calcite",Underground,Quartzite,
Red Spar Lode,44.85548,-114.53703,NA,United States,Idaho,Lemhi,B,Fluorine-Fluorite,,"Silica, Antimony, Barium-Barite",Surface-Underground,,Past Producer,,,Underground,Granite,Granite
Blackfoot Bridge Proposed Mine,42.79072,-111.52441,NA,United States,Idaho,Caribou,B,Phosphorus-Phosphates,,"Uranium, REE, Fluorine-Fluorite, Vanadium",Surface,,Prospect,,Travertine,Surface,"Shale,Chert,Sandstone","Shale,Limestone,Sandstone"
Big Creek Placers,44.47317,-115.99427,NA,United States,Idaho,Valley,B,"Zirconium, Titanium, Garnet, REE",Iron,,Placer,,Past Producer,,,Surface,,
Martin Marietta-Manistee,44.2242,-86.29137,NA,United States,Michigan,Manistee,M,Magnesite,,,Brine Operation,,Producer,,,Underground,,
Alley Deposit,37.28757,-88.23943,NA,United States,Kentucky,Livingston,N,Fluorine-Fluorite,,,Underground,,Prospect,,,Underground,,
Triplett Placer,39.41973,-76.84797,NA,United States,Maryland,Baltimore,B,Chromium,,"Titanium, Silica, Magnesite, Iron, Aluminum, Calcium",Surface,,Past Producer,,,Surface,,
Northern Aroostook Manganese Dist.,46.73744,-68.16822,NA,United States,Maine,Aroostook,B,Manganese,,"Sulfur, Aluminum, Calcium, Iron, Phosphorus-Phosphates, Silica, Magnesite",Surface,,Prospect,,,Surface,,
Pewabic No.1,47.1383,-88.56285,NA,United States,Michigan,Houghton,M,Copper,,,Underground,,Past Producer,,,Underground,,
Hibbing Taconite Mine,47.46079,-92.95772,NA,United States,Minnesota,St. Louis,M,Iron,,Silica,Surface,,Producer,,,Surface,,
Ash Grove Cement Co - Plant,37.14477,-93.23959,NA,United States,Missouri,Greene,N,"Stone, Crushed/Broken",,,Processing Plant,,Producer,,,Surface,,
Jans Barite Deposit,38.28335,-91.00011,NA,United States,Missouri,Franklin,N,Barium-Barite,,,Underground,,Prospect,,,Underground,,
Claude Lawrence Pit,36.76728,-91.90015,NA,United States,Missouri,Howell,N,"Sand and Gravel, Construction",,,Surface,,Producer,,,Surface,,
Sherman Mine,47.48329,-92.83351,NA,United States,Minnesota,St. Louis,M,Iron,,,Surface,,Past Producer,,,Surface,,
Scott Mine,38.38475,-92.32987,NA,United States,Missouri,Cole,N,Barium-Barite,,,Surface,,Past Producer,,,Surface,,
Mon-Ark Mines,36.99177,-93.19739,NA,United States,Missouri,Christian,M,Zinc,,Lead,Underground,,Past Producer,,,Underground,,
Magnetic Taconite Mesabi Range 22w,47.39919,-93.13302,NA,United States,Minnesota,Itasca,M,Iron,,"Water, Free",Surface,,Prospect,,,Surface,,
Magnetic Taconite Mesabi Range 23w,47.34059,-93.25743,NA,United States,Minnesota,Itasca,B,Iron,,"Water, Free",Surface,,Prospect,,,Surface,,
Packard,36.62568,-92.05845,NA,United States,Missouri,Howell,M,Zinc,,,Surface,,Past Producer,,,Surface,,
Mineral Point Area,37.94176,-90.70981,NA,United States,Missouri,Washington,N,Barium-Barite,,,Surface,,Past Producer,,,Surface,,
Anselmo Mine,46.0174,-112.54759,NA,United States,Montana,Silver Bow,M,"Zinc, Lead, Copper",Silver,,Underground,,Past Producer,,,Underground,,
McDermitt Mine,41.919,-117.812,NA,United States,Nevada,Humboldt,M,Mercury,,Lithium,Surface,,Past Producer,Cinnabar,"Gypsum, Iron",Surface,Rhyolite,
Nidhi,18.41087,100.06231,AS,Thailand,,,N,Barium-Barite,,,Surface,,Producer,,,Surface,,
Pan American Mine,37.87076,-114.60644,NA,United States,Nevada,Lincoln,M,Zinc,"Gold, Lead, Silver","Iron, Manganese",Underground,,Past Producer,,,Underground,,
P & S Mine,38.96963,-116.88062,NA,United States,Nevada,Nye,N,Barium-Barite,,,Surface,,Past Producer,,,Surface,,
Sterling Mine,41.0839,-74.60599,NA,United States,New Jersey,Sussex,M,Zinc,,"Manganese, Iron",Underground,,Past Producer,,,Underground,,
Questa Moly Mine,36.69724,-105.49246,NA,United States,New Mexico,Taos,M,Molybdenum,,,Surface-Underground,,Producer,,,"Surface, Underground",,
Manchester Unit & Plant,39.98531,-74.34458,NA,United States,New Jersey,Ocean,M,Titanium,,,Surface,,Past Producer,,,Surface,,
Continental Surface,32.85011,-108.08391,NA,United States,New Mexico,Grant,M,"Silver, Copper",,"Iron, Gold",Surface-Underground,,Producer,,,"Surface, Underground",,
Lyda K Mine,32.88452,-107.26669,NA,United States,New Mexico,Sierra,B,Fluorine-Fluorite,Lead,Silica,Underground,,Past Producer,,,Underground,,
Bishop's Cap Mine,32.20044,-106.58527,NA,United States,New Mexico,Dona Ana,B,Fluorine-Fluorite,,"Silica, Calcium, Barium-Barite",Surface-Underground,,Prospect,,,"Surface, Underground",,
Hyatt Mine,44.30438,-75.31858,NA,United States,New York,St. Lawrence,M,Zinc,Lead,,Underground,,Past Producer,Sphalerite,"Pyrite, Tremolite, Talc, Serpentine",Underground,Marble,
Holcombe Branch Chromite Prospect,35.8068,-82.48426,NA,United States,North Carolina,Madison,M,Chromium,,Iron,Placer,,Prospect,,,Surface,,
Kings Mountain,35.24791,-81.34372,NA,United States,North Carolina,Cleveland,B,Lithium,"Mica, Feldspar",Silica,Surface,,Past Producer,,,Surface,,
Adirondack Park,44.11437,-73.86234,NA,United States,New York,Essex,B,Aluminum,,"Silica, Iron, Water, Free, Sodium, Calcium",Surface,,Occurrence,,,Surface,,
Hanna Nickel Mine,42.96372,-123.44336,NA,United States,Oregon,Douglas,M,Nickel,,"Cobalt, Chromium, Iron",Surface,,Past Producer,Garnierite,"Montmorillonite, Sepiolite",Surface,,
Chrome Ridge Deposits,42.44762,-123.72836,NA,United States,Oregon,Josephine,M,Chromium,,,Surface-Underground,,Past Producer,,,Surface,,
Rough and Ready Laterite,42.08232,-123.74695,NA,United States,Oregon,Josephine,M,Nickel,"Cobalt, Chromium",Iron,Surface,,Prospect,,,Surface,,
A T Reynolds Property,39.73532,-76.04884,NA,United States,Pennsylvania,Chester,M,Chromium,,,Surface,,Prospect,,,Surface,,
Big War Creek,36.43198,-83.22488,NA,United States,Tennessee,Hancock,M,Zinc,,,Underground,,Prospect,,,Underground,,
Shiloh,36.48728,-83.09927,NA,United States,Tennessee,Hawkins,M,Zinc,,,Underground,,Prospect,,,Underground,,
Giant-Volney Pegmatite,44.37636,-104.05668,NA,United States,South Dakota,Lawrence,M,Lithium,,"Tantalum, Tin, Niobium (Columbium)",Surface,,Past Producer,,,Surface,,
Calloway Mine,35.01261,-84.37302,NA,United States,Tennessee,Polk,B,"Zinc, Iron, Copper",Sulfur,"Lead, Silver, Gold",Underground,,Past Producer,"Chalcopyrite, Magnetite, Pyrite, Pyrrhotite, Sphalerite","Actinolite, Calcite, Quartz, Tremolite",Underground,,Gabbro
Cupric Mine,38.45936,-113.30641,NA,United States,Utah,Beaver,M,Tungsten,,"Copper, Fluorine-Fluorite",Surface-Underground,,Past Producer,"Malachite, Scheelite",,Surface/Underground,Limestone,Diorite
Mammoth Mine,39.93325,-112.10909,NA,United States,Utah,Juab,M,"Copper, Silver, Gold",,,Underground,,Prospect,,,Underground,,
Pluto Mine Star,38.09888,-111.88576,NA,United States,Utah,Garfield,M,Antimony,,,Underground,,Past Producer,,,Underground,,
Lone Tree,39.03857,-110.70264,NA,United States,Utah,Emery,M,Vanadium,,"Copper, Uranium",Underground,,Prospect,,,Underground,,
Mc Cahill Orebody,37.62497,-113.4136,NA,United States,Utah,Iron,M,Iron,,,Surface,,Prospect,,,Surface,,
Central Wasatch Range Group,40.64994,-111.56748,NA,United States,Utah,Salt Lake,B,Phosphorus-Phosphates,,Uranium,Surface-Underground,,Past Producer,,,"Surface, Underground",,
P-V Property,38.04687,-113.66272,NA,United States,Utah,Iron,B,"Sulfur, Potassium",,Aluminum,Surface,,Prospect,,,Surface,,
Lone Star Deposits,32.95016,-94.67522,NA,United States,Texas,Morris,M,Iron,,"Water, Free",Surface,,Past Producer,,,Surface,,
Cowlitz-Wahkiakum Area,46.227,-123.17182,NA,United States,Washington,Cowlitz,B,Aluminum,,"Silica, Titanium, Iron, Water, Free, Phosphorus-Phosphates",Surface,,Prospect,,,Surface,,
Penokee Deposit,46.2972,-90.65343,NA,United States,Wisconsin,Ashland,M,Iron,,,Surface,,Prospect,,,Surface,,
Portland Mine and Hercules Mine,41.14913,-106.98759,NA,United States,Wyoming,Carbon,M,Copper,,"Palladium, Platinum, Gold, Silver",Underground,,Prospect,"Chalcopyrite, Chalcocite, Bornite","Hematite, Quartz, Calcite, Siderite",Underground,,
Pelican River,45.5969,-89.29508,NA,United States,Wisconsin,Oneida,M,"Copper, Zinc",,,Underground,,Prospect,,,Underground,,
Baggot Rocks,41.2683,-106.7022,NA,United States,Wyoming,Carbon,N,"Vermiculite, Corundum",,,Surface-Underground,,Past Producer,Vermiculite,"Chlorite, Tremolite, Actinolite",Underground,,"Pegmatite,Schist"
Elmo No. 3,42.68281,-90.46371,NA,United States,Wisconsin,Grant,M,Zinc,Lead,,Underground,,Past Producer,,,Underground,,
Cascade Mine,41.11287,-106.78394,NA,United States,Wyoming,Carbon,M,Copper,,,Underground,,Past Producer,"Chalcopyrite, Malachite, Azurite",,Underground,Pegmatite,
Leighton-Gentry Mine,42.20995,-107.09122,NA,United States,Wyoming,Carbon,M,Copper,,"Cobalt, Nickel",Surface-Underground,,Past Producer,"Pyrite, Pyrrhotite, Chalcopyrite",,Underground,,
Junk Creek Prospects,42.20523,-107.0276,NA,United States,Wyoming,Carbon,M,Copper,Gold,,Underground,,Past Producer,"Malachite, Bornite, Chrysocolla, Chalcopyrite, Covellite",,Underground,,
Endako Mine,54.02981,-125.1115,NA,Canada,British Columbia,,M,Molybdenum,,,Surface,,Producer,,,Surface,,
Cuale,20.36727,-105.11717,NA,Mexico,Jalisco,,M,"Lead, Zinc",,"Gold, Silver",Surface,,Producer,,,Surface,,
Cumobabi,29.87239,-109.97144,NA,Mexico,Sonora,,M,Molybdenum,"Zinc, Lead, Copper",,Surface,,Past Producer,,,Surface,,
Mine Gallen,49.3256,-78.95299,NA,Canada,Quebec,,M,Zinc,"Silver, Copper, Gold",,Surface,,Producer,,,Surface,,
Casino,62.73587,-138.81916,NA,Canada,,,M,"Copper, Gold","Silver, Molybdenum",,Surface,,Prospect,,,Surface,,
Highmont,50.44153,-120.92625,NA,Canada,British Columbia,,M,"Copper, Molybdenum",,"Rhenium, Silver",Surface,,Past Producer,,,Surface,,
Aquila/El Encino,18.58065,-103.48983,NA,Mexico,Queretaro De Arteaga,,M,Iron,,,Surface,,Producer,,,Surface,,
South Ridges Combined,42.2167,-110.6,NA,United States,Wyoming,Lincoln,N,Phosphorus-Phosphates,,Uranium,Surface-Underground,,Past Producer,,,"Surface, Underground",,
Gibraltar,52.51983,-122.28136,NA,Canada,British Columbia,,M,Copper,"Gold, Molybdenum, Silver",,Surface,,Producer,,,Surface,,
El Pao,8.05117,-62.7494,SA,Venezuela,Bolivar,,M,Iron,,,Surface,,Producer,,,Surface,,
Langmuir Mine,48.0556,-81.34398,NA,Canada,Ontario,,M,Nickel,,,Underground,,Past Producer,,,Underground,,
Altamira,7.4679,-63.23271,SA,Venezuela,Bolivar,,M,Iron,,,Surface,,Past Producer,,,Surface,,
Trout Lake,54.81673,-101.81733,NA,Canada,Manitoba,,M,"Copper, Zinc","Silver, Gold",,Underground,,Producer,,,Underground,,
La Salada   El Silencio,7.45121,-74.86639,SA,Colombia,Antioquia,,M,Gold,"Lead, Silver",,Underground,,Producer,,,Underground,,
Trelawny Central,18.36738,-77.61645,CR,Jamaica,Trelawny,,M,Aluminum,,Silica,Surface,,Prospect,,,Surface,,
Gays River,45.03181,-63.35748,NA,Canada,Nova Scotia,,M,"Zinc, Lead",Silver,,Underground,,Producer,,,Underground,,
La Verde,19.08394,-102.08369,NA,Mexico,,,M,Copper,,,Surface,,Prospect,,,Surface,,
Maggie,50.92483,-121.42068,NA,Canada,British Columbia,,M,"Molybdenum, Copper",,,Surface,,Prospect,,,Surface,,
Otapan,17.884,-94.6502,NA,Mexico,,,N,Sulfur,,,Well,,Producer,,,Underground,,
Texistepec,17.934,-94.7502,NA,Mexico,,,N,Sulfur,,,Well,,Producer,,,Underground,,
Restigouchethird Portage Lake,47.50323,-66.61595,NA,Canada,New Brunswick,,M,"Zinc, Lead","Silver, Gold, Copper",,Surface,,Prospect,,,Surface,,
Izok Lake,65.63082,-112.79871,NA,Canada,Northwest Territories,,M,"Copper, Lead, Zinc","Silver, Gold",,Surface,,Prospect,,,Surface,,
Falconbridge East Mine,46.58169,-80.78307,NA,Canada,Ontario,,M,Nickel,"Cobalt, Copper, Gold, Silver","PGE, Palladium, Platinum",Underground,,Past Producer,,,Underground,,
Caribou,47.56133,-66.29644,NA,Canada,New Brunswick,,M,"Zinc, Lead","Gold, Silver, Copper",,Underground,,Prospect,,,Underground,,
Elliot Lake Denison Mines,46.48329,-82.53313,NA,Canada,Ontario,,M,REE,,Uranium,Underground,,Past Producer,,,Underground,,
Pinchi Lake Mine,54.63313,-124.4515,NA,Canada,British Columbia,,M,Mercury,,,Surface-Underground,,Past Producer,,,"Surface, Underground",,
Suka Ltda.,-15.24774,-68.94953,SA,Bolivia,La Paz,,M,Tin,,,Underground,,Producer,,,Underground,,
Xun-Jiang Titanium Mine,23.49934,110.83282,AS,China,Guangxi* [Kwangsi],,M,REE,"Titanium, Zirconium",,Surface,,Producer,,,Surface,,
Bangrin Tin Dredging Co.,9.91729,98.66655,AS,Thailand,,,M,Tin,,,Surface,,Past Producer,,,Surface,,
Mina Chipas,-20.99756,-65.99943,SA,Bolivia,Potosi,,M,"Zinc, Silver",Lead,,Underground,,Producer,,,Underground,,
Khao Soon,8.48404,99.46653,AS,Thailand,,,M,Tungsten,,,Underground,,Past Producer,,,Underground,,
Chavara Kmml,9.0007,76.50041,AS,India,Kerala,,M,Titanium,Zirconium,REE,Surface,,Producer,,,Surface,,
Oriximina Bauxite Deposit,-1.74832,-55.83255,SA,Brazil,Para,,M,Aluminum,,Silica,Surface,,Prospect,,,Surface,,
Kahatagaha-Kolongaha Mines,7.71752,80.46701,AS,Sri Lanka,,,N,Graphite,,,Underground,,Producer,,,Underground,,
Euboia,38.49883,23.75172,EU,Greece,Evvoia,,M,Nickel,"Cobalt, Iron",,Surface,,Producer,,,Surface,,
Azurita,-18.09765,-68.21951,SA,Bolivia,Oruro,,M,Copper,,,Underground,,Producer,,,Underground,,
Narralapu-Lapu,9.30897,118.31607,AS,Philippines,,,M,Chromium,,,Surface,,Past Producer,,,Surface,,
The Fenyofo I Mine,47.34867,17.76875,EU,Hungary,Veszprem,,M,Aluminum,,,Underground,,Producer,,,Underground,,
Bakony Bauxite Mines,47.06538,17.53534,EU,Hungary,Veszprem,,M,Aluminum,,,Surface-Underground,,Producer,,,"Surface, Underground",,
Skoumsta Type A Ore,40.1655,21.53508,EU,Greece,,,M,Chromium,,,Underground,,Producer,,,Underground,,
Kopdag West North Zone,39.98184,40.25149,AS,Turkey,,,M,Chromium,,,Underground,,Producer,,,"Surface, Underground",,
Bleikvassli,65.6321,13.63672,EU,Norway,Sor-Trondelag,,B,"Lead, Zinc","Copper, Sulfur",,Underground,,Producer,,,Underground,,
Barro Alto,-14.83099,-48.83238,SA,Brazil,Goias,,M,Nickel,,,Surface,,Producer,,,Surface,,
Bulquize Combine,41.49878,20.23513,EU,Albania,,,M,Chromium,,,Underground,,Producer,,,Underground,,
West Thaniyat,29.74912,38.04715,AS,Saudi Arabia,,,N,Phosphorus-Phosphates,,,Underground,,Prospect,,,Underground,,
Toquepala,-17.29768,-71.36629,SA,Peru,Tacna,,M,Copper,"Silver, Molybdenum",,Surface,,Producer,,,Surface,,
Abbadia S. Salvatore,42.88218,11.66864,EU,Italy,Toscana,,M,Mercury,,,Underground,,Past Producer,,,Underground,,
Brejui,-6.16476,-36.49888,SA,Brazil,Rio Grande Do Norte,,M,Tungsten,,,Surface-Underground,,Producer,,,Underground,,
Chagla,-9.59796,-76.29973,SA,Peru,Huanuco,,N,Barium-Barite,,,Surface,,Producer,,,Surface,,
Damjan,41.61544,22.36851,EU,Macedonia,,,M,Iron,,,Surface,,Past Producer,,,Surface,,
Tara-Navan,53.65739,-6.73091,EU,Ireland,Meath,,M,"Lead, Zinc",,,Underground,,Producer,,,Underground,,
Temrimal,20.76626,82.73357,AS,India,Orissa,,N,Graphite,,,Surface,,Producer,,,Surface,,
Le Burc,43.81571,2.45199,EU,France,,,N,Fluorine-Fluorite,,,Surface,,Producer,,,Underground,,
Santa Comba,42.49923,-8.49809,EU,Spain,,,M,Tungsten,,Tin,Underground,,Producer,,,Underground,,
St. Julien/Tourves,43.69895,5.92198,EU,France,,,M,Aluminum,,,Underground,,Producer,,,Underground,,
Manavalakurichi,8.33406,77.00041,AS,India,Kerala,,B,Titanium,Zirconium,Phosphorus-Phosphates,Surface,,Producer,,,Surface,,
Guri Kuq Including: See Alt Names,40.88209,20.66851,EU,Albania,Pogradec,,M,Nickel,Iron,Cobalt,Underground,,Producer,,,Underground,,
Far South East,16.88326,120.7826,AS,Philippines,,,M,"Copper, Gold",,,Underground,,Prospect,,,"Underground, Water",,
Boneng-Lobo,16.61998,120.6993,AS,Philippines,,,M,"Gold, Copper",Silver,,Surface,,Past Producer,,,Surface,,
